ID,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP
4462,FDO12,15.75,Low Fat,0.055154296,Baking Goods,195.5452
4463,FDO13,12.857645184135976,Low Fat,0.106907604,Breakfast,162.8526
4464,FDI04,13.65,reg,0.073060301,Frozen Foods,196.2426
4465,NCK05,20.1,Low Fat,0.077439606,Health and Hygiene,60.6536
4466,FDP28,13.65,Regular,0.080968973,Frozen Foods,259.7936
4467,FDJ44,12.3,Regular,0.106492562,Fruits and Vegetables,176.3396
4468,FDS25,12.857645184135976,Regular,0.139330557,Canned,109.5228
4469,FDC02,21.35,Low Fat,0.068822477,Canned,258.3278
4470,FDT23,7.72,Regular,0.074669288,Breads,76.3986
4471,NCD31,12.1,Low Fat,0.025834128,Household,165.1526
4472,FDV19,14.85,Regular,0.035227697,Fruits and Vegetables,159.5578
4473,NCQ30,12.857645184135976,Low Fat,0.050901814,Household,120.5414
4474,NCD18,16.0,Low Fat,0.072965144,Household,231.3668
4475,FDL10,8.395,Low Fat,0.039492207,Snack Foods,97.3042
4476,FDX20,7.365,Low Fat,0.042552205,Fruits and Vegetables,225.172
4477,FDM32,20.5,Low Fat,0.020587886,Fruits and Vegetables,89.583
4478,FDR09,18.25,Low Fat,0.130095044,Snack Foods,257.2962
4479,FDL34,12.857645184135976,Low Fat,0.040747616,Snack Foods,140.2496
4480,NCK42,7.475,LF,0.013146636,Household,214.5192
4481,FDU23,12.15,Low Fat,0.02176755,Breads,164.6184
4482,DRI01,7.97,Low Fat,0.0,Soft Drinks,172.0422
4483,FDG16,15.25,Low Fat,0.08995645,Frozen Foods,217.1192
4484,FDY56,16.35,Regular,0.062665642,Fruits and Vegetables,225.6062
4485,FDO24,11.1,Low Fat,0.176182345,Baking Goods,158.1604
4486,NCV29,11.8,Low Fat,0.022843501,Health and Hygiene,177.8686
4487,FDQ48,14.3,Regular,0.034411238,Baking Goods,98.6726
4488,FDU15,13.65,Regular,0.0,Meat,36.6532
4489,FDS47,16.75,Low Fat,0.128861359,Breads,86.2856
4490,FDO50,16.25,Low Fat,0.078290271,Canned,93.1804
4491,FDW48,18.0,Low Fat,0.008539208,Baking Goods,81.2618
4492,FDV20,20.2,Regular,0.100095288,Fruits and Vegetables,125.2678
4493,FDW47,15.0,Low Fat,0.046447328,Breads,121.5414
4494,FDA07,12.857645184135976,Regular,0.030794774,Fruits and Vegetables,122.9072
4495,FDZ16,12.857645184135976,Regular,0.159081735,Frozen Foods,193.5478
4496,FDN09,12.857645184135976,low fat,0.034705807,Snack Foods,241.6828
4497,FDB50,13.0,Low Fat,0.154487495,Canned,77.2986
4498,NCL06,14.65,Low Fat,0.072178679,Household,262.9594
4499,DRG03,12.857645184135976,Low Fat,0.061686402,Dairy,153.9998
4500,DRM59,5.88,Low Fat,0.003599378,Hard Drinks,152.2998
4501,FDU25,12.35,Low Fat,0.026832182,Canned,57.3246
4502,NCU42,9.0,Low Fat,0.019616991,Household,169.6474
4503,FDH21,10.395,LF,0.05226427,Seafood,158.4604
4504,DRO47,10.195,Low Fat,0.112203445,Hard Drinks,111.786
4505,FDC44,12.857645184135976,Low Fat,0.171761077,Fruits and Vegetables,115.7518
4506,NCL29,9.695,Low Fat,0.114170506,Health and Hygiene,158.9604
4507,FDL48,19.35,Regular,0.082266419,Baking Goods,48.8034
4508,FDJ21,16.7,Regular,0.038685176,Snack Foods,146.6102
4509,FDT40,5.985,LF,0.095795326,Frozen Foods,128.4678
4510,NCD43,8.85,Low Fat,0.026814124,Household,103.7964
4511,FDM28,15.7,Low Fat,0.045203854,Frozen Foods,180.266
4512,FDR35,12.5,Low Fat,0.020697723,Breads,198.8742
4513,NCP17,19.35,Low Fat,0.027827268,Health and Hygiene,65.6168
4514,FDT23,7.72,Regular,0.074883035,Breads,79.8986
4515,FDX15,17.2,Low Fat,0.156298858,Meat,162.1578
4516,NCU42,12.857645184135976,Low Fat,0.019412192,Household,166.5474
4517,FDV23,12.857645184135976,Low Fat,0.105324246,Breads,125.7046
4518,FDY34,12.857645184135976,Regular,0.019227816,Snack Foods,163.9842
4519,FDE16,8.895,Low Fat,0.044093978,Frozen Foods,208.3954
4520,FDV60,20.2,Regular,0.117599259,Baking Goods,195.311
4521,FDQ44,20.5,Low Fat,0.036140297,Fruits and Vegetables,120.0756
4522,FDZ09,17.6,Low Fat,0.104791689,Snack Foods,165.2868
4523,FDW36,11.15,Low Fat,0.057021156,Baking Goods,106.8622
4524,NCZ30,12.857645184135976,LF,0.026058181,Household,121.9098
4525,FDL09,19.6,Regular,0.12829573,Snack Foods,167.2816
4526,FDE05,10.895,Regular,0.03263762,Frozen Foods,147.7102
4527,DRO35,13.85,LF,0.034765901,Hard Drinks,114.2492
4528,FDN60,15.1,Low Fat,0.095696334,Baking Goods,159.7604
4529,NCZ29,15.0,Low Fat,0.071371458,Health and Hygiene,125.2362
4530,FDX08,12.85,Low Fat,0.022696131,Fruits and Vegetables,179.9318
4531,FDZ16,16.85,Regular,0.267565911,Frozen Foods,194.1478
4532,DRL37,15.5,Low Fat,0.053327763,Soft Drinks,44.477
4533,FDL21,15.85,Regular,0.007145063,Snack Foods,41.048
4534,FDW10,21.2,Low Fat,0.071076055,Snack Foods,174.837
4535,FDB53,13.35,Low Fat,0.139426044,Frozen Foods,148.3392
4536,DRM49,6.11,Regular,0.151925271,Soft Drinks,46.6086
4537,NCD06,13.0,Low Fat,0.099479703,Household,44.906
4538,FDN10,12.857645184135976,Low Fat,0.045900448,Snack Foods,118.9124
4539,FDS13,12.857645184135976,Low Fat,0.21799414,Canned,266.5884
4540,FDH38,6.425,Low Fat,0.010454459,Canned,115.6808
4541,FDY21,12.857645184135976,Low Fat,0.172641213,Snack Foods,195.111
4542,FDT60,12.0,Low Fat,0.075701524,Baking Goods,124.6388
4543,DRZ24,7.535,Low Fat,0.081914677,Soft Drinks,120.344
4544,FDW56,7.68,Low Fat,0.071010513,Fruits and Vegetables,190.9162
4545,FDG57,14.7,Low Fat,0.072444983,Fruits and Vegetables,48.6034
4546,FDY14,10.3,Low Fat,0.069981909,Dairy,263.0226
4547,FDS19,13.8,Regular,0.06457046,Fruits and Vegetables,76.2012
4548,FDX01,10.1,Low Fat,0.024159767,Canned,114.715
4549,FDV32,7.785,Low Fat,0.089210159,Fruits and Vegetables,64.251
4550,DRI39,13.8,Low Fat,0.097611115,Dairy,54.893
4551,NCU05,11.8,Low Fat,0.058975504,Health and Hygiene,81.7618
4552,NCA29,10.5,Low Fat,0.027430696,Household,171.1106
4553,FDO10,12.857645184135976,Regular,0.0,Snack Foods,58.7588
4554,DRL47,19.7,LF,0.038815341,Hard Drinks,124.2362
4555,FDA50,12.857645184135976,Low Fat,0.152632413,Dairy,98.441
4556,FDU23,12.857645184135976,LF,0.021618297,Breads,167.1184
4557,FDR27,15.1,Regular,0.096491904,Meat,134.4942
4558,DRH36,16.2,Low Fat,0.033568871,Soft Drinks,74.9696
4559,FDZ51,11.3,Regular,0.054507422,Meat,96.3094
4560,FDQ40,12.857645184135976,Regular,0.063079544,Frozen Foods,175.7712
4561,FDB17,12.857645184135976,Low Fat,0.064208126,Frozen Foods,180.1976
4562,FDQ16,19.7,Low Fat,0.041974489,Frozen Foods,108.6912
4563,FDG09,20.6,Regular,0.048207431,Fruits and Vegetables,188.0556
4564,DRI59,9.5,Low Fat,0.041065647,Hard Drinks,223.5088
4565,FDH47,13.5,Regular,0.128709014,Starchy Foods,96.1068
4566,FDA21,13.65,Low Fat,0.03596071,Snack Foods,186.3924
4567,NCO05,7.27,Low Fat,0.046520703,Health and Hygiene,97.7384
4568,NCL31,12.857645184135976,Low Fat,0.210596485,Others,144.747
4569,NCH42,6.86,Low Fat,0.03674399,Household,231.201
4570,FDG57,14.7,Low Fat,0.072238195,Fruits and Vegetables,47.5034
4571,NCQ50,12.857645184135976,Low Fat,0.034141213,Household,211.9218
4572,FDK24,9.195,Low Fat,0.101500374,Baking Goods,45.2744
4573,DRG39,14.15,Low Fat,0.042246575,Dairy,54.2982
4574,FDX46,12.3,Regular,0.058105769,Snack Foods,60.4562
4575,FDY01,11.8,Regular,0.170141787,Canned,116.7834
4576,FDJ40,13.6,Regular,0.049579883,Frozen Foods,110.0912
4577,FDS01,11.6,Low Fat,0.0,Canned,178.2686
4578,FDJ09,15.0,Low Fat,0.058725134,Snack Foods,43.6744
4579,FDT49,7.0,Low Fat,0.0,Canned,105.628
4580,FDW50,13.1,Low Fat,0.075695552,Dairy,168.4158
4581,FDV39,11.3,Low Fat,0.007321067,Meat,197.7426
4582,FDY36,12.3,Low Fat,0.009463757,Baking Goods,73.838
4583,NCE18,10.0,Low Fat,0.021407511,Household,248.175
4584,FDB05,12.857645184135976,Low Fat,0.145669556,Frozen Foods,247.2776
4585,FDK14,6.98,Low Fat,0.041273236,Canned,82.4934
4586,FDP10,19.0,Low Fat,0.128090139,Snack Foods,107.0622
4587,FDC45,17.0,Low Fat,0.135707553,Fruits and Vegetables,172.5106
4588,FDS48,15.15,Low Fat,0.027774002,Baking Goods,152.3708
4589,FDX04,12.857645184135976,Regular,0.07278643,Frozen Foods,49.4376
4590,FDQ20,12.857645184135976,low fat,0.029640604,Fruits and Vegetables,40.8138
4591,FDU13,8.355,Low Fat,0.187939003,Canned,146.9418
4592,NCR53,12.15,Low Fat,0.14492016,Health and Hygiene,224.4404
4593,FDN49,17.25,Regular,0.125419157,Breakfast,40.048
4594,FDR31,6.46,Regular,0.049121972,Fruits and Vegetables,144.6102
4595,DRI03,12.857645184135976,Low Fat,0.0,Dairy,175.3028
4596,FDL58,5.78,Regular,0.074149074,Snack Foods,262.2568
4597,NCJ05,18.7,Low Fat,0.04604992,Health and Hygiene,151.9682
4598,FDS10,19.2,Low Fat,0.035384612,Snack Foods,180.3318
4599,FDK34,12.857645184135976,Low Fat,0.038340116,Snack Foods,240.1564
4600,FDW48,12.857645184135976,Low Fat,0.0,Baking Goods,81.8618
4601,FDE08,12.857645184135976,Low Fat,0.049080853,Fruits and Vegetables,147.7734
4602,NCH06,12.857645184135976,Low Fat,0.076183667,Household,245.646
4603,FDV08,7.35,Low Fat,0.028711412,Fruits and Vegetables,39.9454
4604,FDQ15,20.35,Regular,0.0,Meat,81.6276
4605,FDL56,12.857645184135976,Low Fat,0.12517151,Fruits and Vegetables,88.9198
4606,DRC12,17.85,Low Fat,0.037826873,Soft Drinks,189.7188
4607,FDX49,4.615,Regular,0.101747034,Canned,231.33
4608,FDJ09,15.0,low fat,0.0,Snack Foods,47.2744
4609,FDN23,12.857645184135976,Regular,0.075142108,Breads,145.8444
4610,DRD01,12.1,Regular,0.061424738,Soft Drinks,56.7614
4611,FDS43,11.65,Low Fat,0.040597054,Fruits and Vegetables,187.324
4612,FDY48,12.857645184135976,Low Fat,0.041556697,Baking Goods,104.4332
4613,FDU12,15.5,Regular,0.126791761,Baking Goods,262.1568
4614,FDX33,9.195,Regular,0.117484834,Snack Foods,158.5578
4615,FDH45,15.1,Regular,0.106097275,Fruits and Vegetables,43.2796
4616,FDJ10,5.095,Regular,0.129395895,Snack Foods,140.3838
4617,FDX32,15.1,Regular,0.100265027,Fruits and Vegetables,142.5786
4618,DRG51,12.1,Low Fat,0.011557563,Dairy,165.3526
4619,NCB31,6.235,Low Fat,0.119157788,Household,263.791
4620,FDW47,15.0,Low Fat,0.077622622,Breads,121.8414
4621,FDT20,12.857645184135976,Low Fat,0.041194986,Fruits and Vegetables,39.1164
4622,FDI34,10.65,Regular,0.085135953,Snack Foods,232.3668
4623,FDH56,9.8,Regular,0.106816919,Fruits and Vegetables,114.2492
4624,DRJ47,18.25,Low Fat,0.04421348,Hard Drinks,173.408
4625,FDP04,12.857645184135976,Low Fat,0.013745883,Frozen Foods,62.0168
4626,NCZ06,19.6,Low Fat,0.094308058,Household,251.8698
4627,FDY37,17.0,Regular,0.026622757,Canned,144.247
4628,FDO46,9.6,Regular,0.014234595,Snack Foods,190.2872
4629,FDI10,8.51,Regular,0.078526225,Snack Foods,173.5422
4630,NCT42,5.88,Low Fat,0.0249887,Household,150.3392
4631,FDE29,8.905,LF,0.143712172,Frozen Foods,60.2878
4632,FDQ11,12.857645184135976,Regular,0.067373081,Breads,258.8988
4633,FDS20,8.85,Low Fat,0.053822086,Fruits and Vegetables,183.8292
4634,FDR26,20.7,Low Fat,0.043011277,Dairy,177.2028
4635,NCH43,12.857645184135976,Low Fat,0.123557061,Household,216.6192
4636,FDO25,6.3,Low Fat,0.127968205,Canned,209.627
4637,FDB40,17.5,Regular,0.007570599,Dairy,144.6102
4638,FDB14,12.857645184135976,Regular,0.0,Canned,92.312
4639,FDW23,5.765,Low Fat,0.081996785,Baking Goods,40.1164
4640,FDZ23,17.75,Regular,0.067777778,Baking Goods,186.924
4641,FDX35,5.035,Regular,0.080362549,Breads,229.0036
4642,FDX24,8.355,Low Fat,0.013929059,Baking Goods,94.1462
4643,DRG15,6.13,Low Fat,0.077169953,Dairy,63.0536
4644,FDY60,10.5,Regular,0.0,Baking Goods,143.3128
4645,FDK02,12.5,Low Fat,0.112681821,Canned,119.144
4646,FDK24,12.857645184135976,Low Fat,0.10080442,Baking Goods,45.4744
4647,NCA05,20.75,Low Fat,0.02512588,Health and Hygiene,150.4734
4648,FDN33,12.857645184135976,Regular,0.122519571,Snack Foods,93.0436
4649,FDA09,13.35,Regular,0.15021128,Snack Foods,179.066
4650,FDK50,7.96,Low Fat,0.028357839,Canned,163.2894
4651,NCE55,8.92,Low Fat,0.130663423,Household,175.237
4652,FDG12,6.635,Regular,0.006335942,Baking Goods,121.8098
4653,FDC37,15.5,Low Fat,0.032845997,Baking Goods,106.7938
4654,DRG15,6.13,Low Fat,0.076735903,Dairy,62.4536
4655,FDQ58,7.315,Low Fat,0.01530184,Snack Foods,154.434
4656,FDQ51,16.0,Regular,0.029377239,Meat,46.1718
4657,FDR46,16.85,Low Fat,0.233356571,Snack Foods,146.576
4658,FDC50,15.85,Low Fat,0.137053947,Canned,94.4094
4659,FDJ09,15.0,Low Fat,0.0,Snack Foods,43.4744
4660,NCC18,19.1,Low Fat,0.177236497,Household,172.3422
4661,FDL04,19.0,Low Fat,0.111830282,Frozen Foods,105.4622
4662,FDH48,13.5,Low Fat,0.0,Baking Goods,84.654
4663,FDD38,16.75,Regular,0.008204465,Canned,99.8674
4664,FDT47,12.857645184135976,Regular,0.02439015,Breads,95.9068
4665,FDE41,9.195,Regular,0.064143995,Frozen Foods,85.9566
4666,FDH19,19.35,Low Fat,0.033275634,Meat,173.8738
4667,FDW26,11.8,Regular,0.107662745,Dairy,224.1772
4668,FDW35,10.6,Low Fat,0.01115195,Breads,40.6454
4669,FDQ55,13.65,Regular,0.013064516,Fruits and Vegetables,115.5834
4670,FDV22,14.85,Regular,0.009954237,Snack Foods,158.263
4671,NCN29,12.857645184135976,Low Fat,0.021214364,Health and Hygiene,48.2034
4672,FDQ26,13.5,Regular,0.067859568,Dairy,60.1562
4673,FDV24,5.635,Low Fat,0.103481775,Baking Goods,150.005
4674,FDG50,7.405,Low Fat,0.015358176,Canned,92.4146
4675,NCF42,12.857645184135976,Low Fat,0.293066133,Household,177.0712
4676,FDT46,11.35,Low Fat,0.030981392,Snack Foods,51.9008
4677,DRE49,12.857645184135976,Low Fat,0.0,Soft Drinks,153.8024
4678,FDV56,16.1,Regular,0.013623294,Fruits and Vegetables,109.3596
4679,FDD32,17.7,Regular,0.041098734,Fruits and Vegetables,80.9276
4680,NCN19,13.1,Low Fat,0.01209726,Others,188.853
4681,FDQ48,14.3,reg,0.034382602,Baking Goods,96.5726
4682,FDW34,12.857645184135976,Low Fat,0.035406842,Snack Foods,244.317
4683,NCS38,8.6,Low Fat,0.090374342,Household,114.3176
4684,FDL58,5.78,Regular,0.074451126,Snack Foods,264.5568
4685,FDY59,8.195,Low Fat,0.031467128,Baking Goods,91.8462
4686,FDZ03,13.65,Regular,0.078786674,Dairy,184.824
4687,FDP60,17.35,Low Fat,0.056032247,Baking Goods,102.3016
4688,NCI30,20.25,Low Fat,0.058935522,Household,246.646
4689,FDO03,12.857645184135976,Regular,0.064577332,Meat,230.5352
4690,FDZ20,16.1,Low Fat,0.034306962,Fruits and Vegetables,252.3356
4691,FDQ31,12.857645184135976,Regular,0.053586458,Fruits and Vegetables,89.7856
4692,FDY03,17.6,Regular,0.076431919,Meat,113.2202
4693,FDW45,18.0,Low Fat,0.039090105,Snack Foods,148.4418
4694,NCO41,12.5,Low Fat,0.031549131,Health and Hygiene,99.0384
4695,FDK16,9.065,Low Fat,0.115233813,Frozen Foods,94.4094
4696,FDZ16,16.85,Regular,0.159825617,Frozen Foods,195.5478
4697,NCD18,16.0,Low Fat,0.073080167,Household,228.4668
4698,FDF52,9.3,Low Fat,0.066727717,Frozen Foods,181.6292
4699,FDF09,6.215,Low Fat,0.012146608,Fruits and Vegetables,37.9848
4700,FDW43,20.1,Regular,0.022552083,Fruits and Vegetables,226.6036
4701,FDU19,8.77,Regular,0.047036036,Fruits and Vegetables,170.5422
4702,FDA50,16.25,Low Fat,0.087158654,Dairy,95.141
4703,FDS48,15.15,Low Fat,0.027756137,Baking Goods,150.4708
4704,NCH07,13.15,Low Fat,0.092589917,Household,159.5604
4705,NCK54,12.15,Low Fat,0.0,Household,117.615
4706,FDD53,12.857645184135976,Low Fat,0.077427883,Frozen Foods,41.8454
4707,FDV58,20.85,Low Fat,0.121227447,Snack Foods,197.5452
4708,FDI08,18.2,Regular,0.066284519,Fruits and Vegetables,247.2092
4709,FDD08,8.3,Low Fat,0.03549838,Fruits and Vegetables,36.6506
4710,FDX34,6.195,Low Fat,0.072131519,Snack Foods,120.1098
4711,FDX55,15.1,Low Fat,0.0,Fruits and Vegetables,216.4166
4712,NCS05,11.5,Low Fat,0.021020616,Health and Hygiene,130.7942
4713,FDL04,19.0,Low Fat,0.111902259,Frozen Foods,105.4622
4714,FDJ53,10.5,Low Fat,0.071548187,Frozen Foods,120.2098
4715,FDB47,8.8,Low Fat,0.071540443,Snack Foods,210.6612
4716,NCS29,12.857645184135976,Low Fat,0.121765124,Health and Hygiene,264.1884
4717,FDB33,17.75,Low Fat,0.014609738,Fruits and Vegetables,160.4262
4718,FDL52,12.857645184135976,Regular,0.080697998,Frozen Foods,39.8506
4719,FDB03,17.75,Regular,0.156802171,Dairy,242.1538
4720,FDW20,20.75,Low Fat,0.024144862,Fruits and Vegetables,123.373
4721,FDT10,16.7,Regular,0.062297249,Snack Foods,60.6562
4722,FDK04,12.857645184135976,Low Fat,0.052058711,Frozen Foods,55.5588
4723,NCL07,13.85,Low Fat,0.031402114,Others,40.248
4724,FDZ31,15.35,Regular,0.113217223,Fruits and Vegetables,191.1504
4725,FDE45,12.1,Low Fat,0.0,Fruits and Vegetables,177.3002
4726,NCK54,12.15,Low Fat,0.0,Household,118.515
4727,DRE15,12.857645184135976,Low Fat,0.031139933,Dairy,74.8012
4728,NCQ38,16.35,Low Fat,0.013363902,Others,106.128
4729,FDB08,12.857645184135976,Low Fat,0.030952737,Fruits and Vegetables,160.1578
4730,DRF49,7.27,Low Fat,0.07136748,Soft Drinks,111.8518
4731,DRC27,13.8,Low Fat,0.058192802,Dairy,246.9802
4732,FDB37,20.25,Regular,0.022976493,Baking Goods,240.3538
4733,FDS35,9.3,low fat,0.111220521,Breads,65.7826
4734,FDE47,14.15,Low Fat,0.037967687,Starchy Foods,125.6046
4735,NCT53,12.857645184135976,low fat,0.0,Health and Hygiene,164.5526
4736,FDL14,8.115,Regular,0.032158866,Canned,154.8972
4737,FDP21,12.857645184135976,Regular,0.045068892,Snack Foods,190.8872
4738,NCV54,11.1,Low Fat,0.033176087,Household,120.1124
4739,NCO41,12.5,Low Fat,0.018845298,Health and Hygiene,96.7384
4740,FDQ59,9.8,Regular,0.056375879,Breads,84.6908
4741,FDQ01,19.7,Regular,0.161356273,Canned,253.1014
4742,FDQ48,14.3,Regular,0.034605882,Baking Goods,95.9726
4743,FDP09,19.75,Low Fat,0.033942546,Snack Foods,213.5902
4744,FDK55,18.5,Low Fat,0.025740259,Meat,89.4172
4745,NCJ43,12.857645184135976,Low Fat,0.026938317,Household,174.1396
4746,FDI07,12.35,Regular,0.033754478,Meat,199.0426
4747,NCW41,12.857645184135976,Low Fat,0.015375557,Health and Hygiene,156.9604
4748,FDG33,5.365,Regular,0.140458316,Seafood,169.7764
4749,NCO05,12.857645184135976,Low Fat,0.046333982,Health and Hygiene,97.2384
4750,FDH53,20.5,Regular,0.0,Frozen Foods,82.8592
4751,FDR49,8.71,Low Fat,0.139228412,Canned,49.5376
4752,FDF33,12.857645184135976,Low Fat,0.0,Seafood,109.4596
4753,FDQ51,16.0,Regular,0.0,Meat,48.1718
4754,FDZ38,17.6,Low Fat,0.00799436,Dairy,171.6422
4755,FDV52,20.7,Regular,0.121767168,Frozen Foods,118.9466
4756,FDM50,13.0,Regular,0.030083482,Canned,61.922
4757,FDV60,20.2,Regular,0.118025091,Baking Goods,195.811
4758,FDG60,20.35,Low Fat,0.060649213,Baking Goods,232.7616
4759,FDN13,18.6,LF,0.151931742,Breakfast,101.1358
4760,DRN59,12.857645184135976,Low Fat,0.063831013,Hard Drinks,46.206
4761,FDU02,13.35,low fat,0.103091351,Dairy,229.9352
4762,FDZ58,17.85,Low Fat,0.052389407,Snack Foods,120.9072
4763,NCQ38,16.35,Low Fat,0.013355306,Others,105.528
4764,FDF39,14.85,Regular,0.019550858,Dairy,263.791
4765,FDT03,21.25,Low Fat,0.01005532,Meat,183.1608
4766,FDN09,14.15,Low Fat,0.034845668,Snack Foods,242.7828
4767,FDJ02,17.2,Regular,0.025162022,Canned,145.9418
4768,FDN44,12.857645184135976,Low Fat,0.022685222,Fruits and Vegetables,161.592
4769,FDQ34,10.85,Low Fat,0.162571649,Snack Foods,107.4622
4770,FDX31,20.35,Regular,0.014825605,Fruits and Vegetables,233.2958
4771,NCH55,16.35,Low Fat,0.058034349,Household,124.802
4772,DRM47,9.3,Low Fat,0.043785694,Hard Drinks,191.6846
4773,DRL01,12.857645184135976,Regular,0.076798609,Soft Drinks,231.8958
4774,FDO12,15.75,Low Fat,0.055241242,Baking Goods,196.5452
4775,NCK30,14.85,Low Fat,0.061102235,Household,253.2698
4776,FDP16,18.6,Low Fat,0.039517121,Frozen Foods,243.6802
4777,NCG06,16.35,Low Fat,0.029565309,Household,256.4646
4778,FDX36,9.695,Regular,0.128283243,Baking Goods,226.1404
4779,FDT09,15.15,Regular,0.012332667,Snack Foods,130.0284
4780,FDF08,14.3,Regular,0.065195229,Fruits and Vegetables,88.9856
4781,FDA43,10.895,Low Fat,0.108253944,Fruits and Vegetables,194.8794
4782,NCN06,8.39,Low Fat,0.121178848,Household,165.1868
4783,DRF15,18.35,LF,0.0,Dairy,151.934
4784,NCX05,15.2,Low Fat,0.09698132,Health and Hygiene,116.3492
4785,FDM21,20.2,Low Fat,0.064351908,Snack Foods,259.4646
4786,NCG54,12.857645184135976,Low Fat,0.079419801,Household,172.3106
4787,FDD26,8.71,Regular,0.072301795,Canned,185.6924
4788,FDU23,12.15,Low Fat,0.021719387,Breads,163.1184
4789,FDO37,8.06,Low Fat,0.021420031,Breakfast,232.0326
4790,FDP19,11.5,LF,0.290430317,Fruits and Vegetables,130.6652
4791,FDT13,14.85,Low Fat,0.018571641,Canned,187.3214
4792,FDY07,11.8,Low Fat,0.0,Fruits and Vegetables,45.2402
4793,DRI47,14.7,Low Fat,0.020952705,Hard Drinks,143.5128
4794,NCW42,12.857645184135976,Low Fat,0.102371638,Household,221.2456
4795,NCQ50,18.75,LF,0.034278798,Household,214.1218
4796,FDQ09,7.235,Low Fat,0.0,Snack Foods,115.1834
4797,FDI20,12.857645184135976,LF,0.038377013,Fruits and Vegetables,211.5586
4798,NCP05,19.6,Low Fat,0.025325897,Health and Hygiene,150.9024
4799,FDH02,7.27,Regular,0.020898691,Canned,92.2488
4800,FDH45,15.1,Regular,0.105881129,Fruits and Vegetables,42.0796
4801,DRG49,7.81,Low Fat,0.112906337,Soft Drinks,243.5486
4802,FDA37,7.81,Regular,0.055216312,Canned,125.5046
4803,FDS13,6.465,Low Fat,0.125210375,Canned,266.8884
4804,NCW42,12.857645184135976,Low Fat,0.058185842,Household,220.8456
4805,FDK15,10.8,Low Fat,0.098814721,Meat,100.5042
4806,FDX51,9.5,Regular,0.022058724,Meat,196.8452
4807,FDJ20,20.7,Regular,0.100091576,Fruits and Vegetables,125.5388
4808,DRK59,8.895,Low Fat,0.075876602,Hard Drinks,235.9616
4809,FDL45,15.6,Low Fat,0.037841362,Snack Foods,125.2704
4810,FDH41,9.0,Low Fat,0.081943273,Frozen Foods,214.5534
4811,FDD05,19.35,Low Fat,0.016645164,Frozen Foods,120.9098
4812,FDZ39,19.7,Regular,0.018061324,Meat,102.599
4813,FDY35,12.857645184135976,Regular,0.028062401,Breads,44.0402
4814,NCE06,5.825,Low Fat,0.091857904,Household,160.7894
4815,FDE57,12.857645184135976,Low Fat,0.036109413,Fruits and Vegetables,140.6154
4816,FDD33,12.85,Low Fat,0.108633372,Fruits and Vegetables,233.8642
4817,FDQ10,12.85,Low Fat,0.03324652,Snack Foods,172.4422
4818,FDN15,17.5,Low Fat,0.016720132,Meat,139.918
4819,FDS50,17.0,Low Fat,0.055433377,Dairy,221.1114
4820,FDX21,7.05,Low Fat,0.084966021,Snack Foods,111.1912
4821,FDL58,5.78,Regular,0.074135053,Snack Foods,264.0568
4822,FDK09,15.2,Low Fat,0.091745951,Snack Foods,229.0352
4823,FDS08,12.857645184135976,Low Fat,0.056685383,Fruits and Vegetables,178.437
4824,FDE20,11.35,Regular,0.00552947,Fruits and Vegetables,169.279
4825,FDF04,17.5,Low Fat,0.013664703,Frozen Foods,257.7304
4826,FDA50,16.25,Low Fat,0.087310672,Dairy,95.541
4827,FDX08,12.85,Low Fat,0.022639195,Fruits and Vegetables,179.7318
4828,FDD05,12.857645184135976,Low Fat,0.016531033,Frozen Foods,122.4098
4829,FDG41,8.84,Regular,0.076873991,Frozen Foods,109.9228
4830,FDU39,12.857645184135976,Low Fat,0.035863436,Meat,58.3562
4831,NCQ43,17.75,Low Fat,0.111301625,Others,107.5912
4832,NCY42,6.38,Low Fat,0.015193323,Household,143.347
4833,FDF26,12.857645184135976,Regular,0.046408928,Canned,153.2998
4834,FDC20,10.65,Low Fat,0.0,Fruits and Vegetables,57.1272
