ID,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type
4204,OUT049,1999,Medium,Tier 1,Supermarket Type1
4205,OUT049,1999,Medium,Tier 1,Supermarket Type1
4206,OUT013,1987,High,Tier 3,Supermarket Type1
4207,OUT045,2002,Medium,Tier 2,Supermarket Type1
4208,OUT027,1985,Medium,Tier 3,Supermarket Type3
4209,OUT027,1985,Medium,Tier 3,Supermarket Type3
4210,OUT013,1987,High,Tier 3,Supermarket Type1
4211,OUT013,1987,High,Tier 3,Supermarket Type1
4212,OUT013,1987,High,Tier 3,Supermarket Type1
4213,OUT046,1997,Small,Tier 1,Supermarket Type1
4214,OUT045,2002,Medium,Tier 2,Supermarket Type1
4215,OUT049,1999,Medium,Tier 1,Supermarket Type1
4216,OUT017,2007,Medium,Tier 2,Supermarket Type1
4217,OUT046,1997,Small,Tier 1,Supermarket Type1
4218,OUT045,2002,Medium,Tier 2,Supermarket Type1
4219,OUT035,2004,Small,Tier 2,Supermarket Type1
4220,OUT010,1998,Medium,Tier 3,Grocery Store
4221,OUT017,2007,Medium,Tier 2,Supermarket Type1
4222,OUT013,1987,High,Tier 3,Supermarket Type1
4223,OUT027,1985,Medium,Tier 3,Supermarket Type3
4224,OUT017,2007,Medium,Tier 2,Supermarket Type1
4225,OUT035,2004,Small,Tier 2,Supermarket Type1
4226,OUT010,1998,Medium,Tier 3,Grocery Store
4227,OUT013,1987,High,Tier 3,Supermarket Type1
4228,OUT013,1987,High,Tier 3,Supermarket Type1
4229,OUT010,1998,Medium,Tier 3,Grocery Store
4230,OUT010,1998,Medium,Tier 3,Grocery Store
4231,OUT045,2002,Medium,Tier 2,Supermarket Type1
4232,OUT035,2004,Small,Tier 2,Supermarket Type1
4233,OUT046,1997,Small,Tier 1,Supermarket Type1
4234,OUT027,1985,Medium,Tier 3,Supermarket Type3
4235,OUT035,2004,Small,Tier 2,Supermarket Type1
4236,OUT035,2004,Small,Tier 2,Supermarket Type1
4237,OUT045,2002,Medium,Tier 2,Supermarket Type1
4238,OUT035,2004,Small,Tier 2,Supermarket Type1
4239,OUT018,2009,Medium,Tier 3,Supermarket Type2
4240,OUT013,1987,High,Tier 3,Supermarket Type1
4241,OUT046,1997,Small,Tier 1,Supermarket Type1
4242,OUT045,2002,Medium,Tier 2,Supermarket Type1
4243,OUT018,2009,Medium,Tier 3,Supermarket Type2
4244,OUT046,1997,Small,Tier 1,Supermarket Type1
4245,OUT013,1987,High,Tier 3,Supermarket Type1
4246,OUT013,1987,High,Tier 3,Supermarket Type1
4247,OUT017,2007,Medium,Tier 2,Supermarket Type1
4248,OUT049,1999,Medium,Tier 1,Supermarket Type1
4249,OUT027,1985,Medium,Tier 3,Supermarket Type3
4250,OUT046,1997,Small,Tier 1,Supermarket Type1
4251,OUT017,2007,Medium,Tier 2,Supermarket Type1
4252,OUT046,1997,Small,Tier 1,Supermarket Type1
4253,OUT035,2004,Small,Tier 2,Supermarket Type1
4254,OUT046,1997,Small,Tier 1,Supermarket Type1
4255,OUT010,1998,Medium,Tier 3,Grocery Store
4256,OUT046,1997,Small,Tier 1,Supermarket Type1
4257,OUT046,1997,Small,Tier 1,Supermarket Type1
4258,OUT010,1998,Medium,Tier 3,Grocery Store
4259,OUT013,1987,High,Tier 3,Supermarket Type1
4260,OUT046,1997,Small,Tier 1,Supermarket Type1
4261,OUT017,2007,Medium,Tier 2,Supermarket Type1
4262,OUT049,1999,Medium,Tier 1,Supermarket Type1
4263,OUT045,2002,Medium,Tier 2,Supermarket Type1
4264,OUT019,1985,Small,Tier 1,Grocery Store
4265,OUT017,2007,Medium,Tier 2,Supermarket Type1
4266,OUT010,1998,Medium,Tier 3,Grocery Store
4267,OUT046,1997,Small,Tier 1,Supermarket Type1
4268,OUT013,1987,High,Tier 3,Supermarket Type1
4269,OUT046,1997,Small,Tier 1,Supermarket Type1
4270,OUT035,2004,Small,Tier 2,Supermarket Type1
4271,OUT035,2004,Small,Tier 2,Supermarket Type1
4272,OUT013,1987,High,Tier 3,Supermarket Type1
4273,OUT027,1985,Medium,Tier 3,Supermarket Type3
4274,OUT013,1987,High,Tier 3,Supermarket Type1
4275,OUT018,2009,Medium,Tier 3,Supermarket Type2
4276,OUT018,2009,Medium,Tier 3,Supermarket Type2
4277,OUT013,1987,High,Tier 3,Supermarket Type1
4278,OUT013,1987,High,Tier 3,Supermarket Type1
4279,OUT013,1987,High,Tier 3,Supermarket Type1
4280,OUT035,2004,Small,Tier 2,Supermarket Type1
4281,OUT010,1998,Medium,Tier 3,Grocery Store
4282,OUT010,1998,Medium,Tier 3,Grocery Store
4283,OUT013,1987,High,Tier 3,Supermarket Type1
4284,OUT035,2004,Small,Tier 2,Supermarket Type1
4285,OUT010,1998,Medium,Tier 3,Grocery Store
4286,OUT049,1999,Medium,Tier 1,Supermarket Type1
4287,OUT046,1997,Small,Tier 1,Supermarket Type1
4288,OUT027,1985,Medium,Tier 3,Supermarket Type3
4289,OUT035,2004,Small,Tier 2,Supermarket Type1
4290,OUT046,1997,Small,Tier 1,Supermarket Type1
4291,OUT019,1985,Small,Tier 1,Grocery Store
4292,OUT010,1998,Medium,Tier 3,Grocery Store
4293,OUT013,1987,High,Tier 3,Supermarket Type1
4294,OUT049,1999,Medium,Tier 1,Supermarket Type1
4295,OUT046,1997,Small,Tier 1,Supermarket Type1
4296,OUT027,1985,Medium,Tier 3,Supermarket Type3
4297,OUT027,1985,Medium,Tier 3,Supermarket Type3
4298,OUT010,1998,Medium,Tier 3,Grocery Store
4299,OUT019,1985,Small,Tier 1,Grocery Store
4300,OUT049,1999,Medium,Tier 1,Supermarket Type1
4301,OUT017,2007,Medium,Tier 2,Supermarket Type1
4302,OUT017,2007,Medium,Tier 2,Supermarket Type1
4303,OUT017,2007,Medium,Tier 2,Supermarket Type1
4304,OUT046,1997,Small,Tier 1,Supermarket Type1
4305,OUT049,1999,Medium,Tier 1,Supermarket Type1
4306,OUT013,1987,High,Tier 3,Supermarket Type1
4307,OUT013,1987,High,Tier 3,Supermarket Type1
4308,OUT018,2009,Medium,Tier 3,Supermarket Type2
4309,OUT017,2007,Medium,Tier 2,Supermarket Type1
4310,OUT045,2002,Medium,Tier 2,Supermarket Type1
4311,OUT010,1998,Medium,Tier 3,Grocery Store
4312,OUT049,1999,Medium,Tier 1,Supermarket Type1
4313,OUT018,2009,Medium,Tier 3,Supermarket Type2
4314,OUT017,2007,Medium,Tier 2,Supermarket Type1
4315,OUT049,1999,Medium,Tier 1,Supermarket Type1
4316,OUT019,1985,Small,Tier 1,Grocery Store
4317,OUT018,2009,Medium,Tier 3,Supermarket Type2
4318,OUT049,1999,Medium,Tier 1,Supermarket Type1
4319,OUT018,2009,Medium,Tier 3,Supermarket Type2
4320,OUT046,1997,Small,Tier 1,Supermarket Type1
4321,OUT049,1999,Medium,Tier 1,Supermarket Type1
4322,OUT010,1998,Medium,Tier 3,Grocery Store
4323,OUT010,1998,Medium,Tier 3,Grocery Store
4324,OUT045,2002,Medium,Tier 2,Supermarket Type1
4325,OUT035,2004,Small,Tier 2,Supermarket Type1
4326,OUT046,1997,Small,Tier 1,Supermarket Type1
4327,OUT018,2009,Medium,Tier 3,Supermarket Type2
4328,OUT017,2007,Medium,Tier 2,Supermarket Type1
4329,OUT045,2002,Medium,Tier 2,Supermarket Type1
4330,OUT010,1998,Medium,Tier 3,Grocery Store
4331,OUT017,2007,Medium,Tier 2,Supermarket Type1
4332,OUT046,1997,Small,Tier 1,Supermarket Type1
4333,OUT045,2002,Medium,Tier 2,Supermarket Type1
4334,OUT046,1997,Small,Tier 1,Supermarket Type1
4335,OUT010,1998,Medium,Tier 3,Grocery Store
4336,OUT046,1997,Small,Tier 1,Supermarket Type1
4337,OUT035,2004,Small,Tier 2,Supermarket Type1
4338,OUT027,1985,Medium,Tier 3,Supermarket Type3
4339,OUT027,1985,Medium,Tier 3,Supermarket Type3
4340,OUT017,2007,Medium,Tier 2,Supermarket Type1
4341,OUT046,1997,Small,Tier 1,Supermarket Type1
4342,OUT045,2002,Medium,Tier 2,Supermarket Type1
4343,OUT017,2007,Medium,Tier 2,Supermarket Type1
4344,OUT046,1997,Small,Tier 1,Supermarket Type1
4345,OUT046,1997,Small,Tier 1,Supermarket Type1
4346,OUT045,2002,Medium,Tier 2,Supermarket Type1
4347,OUT027,1985,Medium,Tier 3,Supermarket Type3
4348,OUT010,1998,Medium,Tier 3,Grocery Store
4349,OUT018,2009,Medium,Tier 3,Supermarket Type2
4350,OUT027,1985,Medium,Tier 3,Supermarket Type3
4351,OUT010,1998,Medium,Tier 3,Grocery Store
4352,OUT045,2002,Medium,Tier 2,Supermarket Type1
4353,OUT045,2002,Medium,Tier 2,Supermarket Type1
4354,OUT017,2007,Medium,Tier 2,Supermarket Type1
4355,OUT027,1985,Medium,Tier 3,Supermarket Type3
4356,OUT035,2004,Small,Tier 2,Supermarket Type1
4357,OUT013,1987,High,Tier 3,Supermarket Type1
4358,OUT035,2004,Small,Tier 2,Supermarket Type1
4359,OUT049,1999,Medium,Tier 1,Supermarket Type1
4360,OUT013,1987,High,Tier 3,Supermarket Type1
4361,OUT035,2004,Small,Tier 2,Supermarket Type1
4362,OUT010,1998,Medium,Tier 3,Grocery Store
4363,OUT046,1997,Small,Tier 1,Supermarket Type1
4364,OUT045,2002,Medium,Tier 2,Supermarket Type1
4365,OUT049,1999,Medium,Tier 1,Supermarket Type1
4366,OUT045,2002,Medium,Tier 2,Supermarket Type1
4367,OUT049,1999,Medium,Tier 1,Supermarket Type1
4368,OUT035,2004,Small,Tier 2,Supermarket Type1
4369,OUT027,1985,Medium,Tier 3,Supermarket Type3
4370,OUT046,1997,Small,Tier 1,Supermarket Type1
4371,OUT046,1997,Small,Tier 1,Supermarket Type1
4372,OUT049,1999,Medium,Tier 1,Supermarket Type1
4373,OUT013,1987,High,Tier 3,Supermarket Type1
4374,OUT010,1998,Medium,Tier 3,Grocery Store
4375,OUT045,2002,Medium,Tier 2,Supermarket Type1
4376,OUT027,1985,Medium,Tier 3,Supermarket Type3
4377,OUT010,1998,Medium,Tier 3,Grocery Store
4378,OUT019,1985,Small,Tier 1,Grocery Store
4379,OUT027,1985,Medium,Tier 3,Supermarket Type3
4380,OUT013,1987,High,Tier 3,Supermarket Type1
4381,OUT035,2004,Small,Tier 2,Supermarket Type1
4382,OUT027,1985,Medium,Tier 3,Supermarket Type3
4383,OUT019,1985,Small,Tier 1,Grocery Store
4384,OUT027,1985,Medium,Tier 3,Supermarket Type3
4385,OUT035,2004,Small,Tier 2,Supermarket Type1
4386,OUT013,1987,High,Tier 3,Supermarket Type1
4387,OUT018,2009,Medium,Tier 3,Supermarket Type2
4388,OUT046,1997,Small,Tier 1,Supermarket Type1
4389,OUT049,1999,Medium,Tier 1,Supermarket Type1
4390,OUT019,1985,Small,Tier 1,Grocery Store
4391,OUT013,1987,High,Tier 3,Supermarket Type1
4392,OUT046,1997,Small,Tier 1,Supermarket Type1
4393,OUT019,1985,Small,Tier 1,Grocery Store
4394,OUT013,1987,High,Tier 3,Supermarket Type1
4395,OUT018,2009,Medium,Tier 3,Supermarket Type2
4396,OUT049,1999,Medium,Tier 1,Supermarket Type1
4397,OUT018,2009,Medium,Tier 3,Supermarket Type2
4398,OUT027,1985,Medium,Tier 3,Supermarket Type3
4399,OUT017,2007,Medium,Tier 2,Supermarket Type1
4400,OUT017,2007,Medium,Tier 2,Supermarket Type1
4401,OUT049,1999,Medium,Tier 1,Supermarket Type1
4402,OUT027,1985,Medium,Tier 3,Supermarket Type3
4403,OUT017,2007,Medium,Tier 2,Supermarket Type1
4404,OUT010,1998,Medium,Tier 3,Grocery Store
4405,OUT049,1999,Medium,Tier 1,Supermarket Type1
4406,OUT045,2002,Medium,Tier 2,Supermarket Type1
4407,OUT018,2009,Medium,Tier 3,Supermarket Type2
4408,OUT017,2007,Medium,Tier 2,Supermarket Type1
4409,OUT010,1998,Medium,Tier 3,Grocery Store
4410,OUT049,1999,Medium,Tier 1,Supermarket Type1
4411,OUT027,1985,Medium,Tier 3,Supermarket Type3
4412,OUT013,1987,High,Tier 3,Supermarket Type1
4413,OUT046,1997,Small,Tier 1,Supermarket Type1
4414,OUT045,2002,Medium,Tier 2,Supermarket Type1
4415,OUT049,1999,Medium,Tier 1,Supermarket Type1
4416,OUT046,1997,Small,Tier 1,Supermarket Type1
4417,OUT027,1985,Medium,Tier 3,Supermarket Type3
4418,OUT013,1987,High,Tier 3,Supermarket Type1
4419,OUT049,1999,Medium,Tier 1,Supermarket Type1
4420,OUT017,2007,Medium,Tier 2,Supermarket Type1
4421,OUT045,2002,Medium,Tier 2,Supermarket Type1
4422,OUT017,2007,Medium,Tier 2,Supermarket Type1
4423,OUT018,2009,Medium,Tier 3,Supermarket Type2
4424,OUT045,2002,Medium,Tier 2,Supermarket Type1
4425,OUT035,2004,Small,Tier 2,Supermarket Type1
4426,OUT049,1999,Medium,Tier 1,Supermarket Type1
4427,OUT035,2004,Small,Tier 2,Supermarket Type1
4428,OUT027,1985,Medium,Tier 3,Supermarket Type3
4429,OUT018,2009,Medium,Tier 3,Supermarket Type2
4430,OUT013,1987,High,Tier 3,Supermarket Type1
4431,OUT046,1997,Small,Tier 1,Supermarket Type1
4432,OUT035,2004,Small,Tier 2,Supermarket Type1
4433,OUT013,1987,High,Tier 3,Supermarket Type1
4434,OUT045,2002,Medium,Tier 2,Supermarket Type1
4435,OUT027,1985,Medium,Tier 3,Supermarket Type3
4436,OUT045,2002,Medium,Tier 2,Supermarket Type1
4437,OUT046,1997,Small,Tier 1,Supermarket Type1
4438,OUT010,1998,Medium,Tier 3,Grocery Store
4439,OUT035,2004,Small,Tier 2,Supermarket Type1
4440,OUT045,2002,Medium,Tier 2,Supermarket Type1
4441,OUT013,1987,High,Tier 3,Supermarket Type1
4442,OUT046,1997,Small,Tier 1,Supermarket Type1
4443,OUT035,2004,Small,Tier 2,Supermarket Type1
4444,OUT049,1999,Medium,Tier 1,Supermarket Type1
4445,OUT013,1987,High,Tier 3,Supermarket Type1
4446,OUT035,2004,Small,Tier 2,Supermarket Type1
4447,OUT045,2002,Medium,Tier 2,Supermarket Type1
4448,OUT010,1998,Medium,Tier 3,Grocery Store
4449,OUT013,1987,High,Tier 3,Supermarket Type1
4450,OUT045,2002,Medium,Tier 2,Supermarket Type1
4451,OUT046,1997,Small,Tier 1,Supermarket Type1
4452,OUT027,1985,Medium,Tier 3,Supermarket Type3
4453,OUT013,1987,High,Tier 3,Supermarket Type1
4454,OUT049,1999,Medium,Tier 1,Supermarket Type1
4455,OUT018,2009,Medium,Tier 3,Supermarket Type2
4456,OUT035,2004,Small,Tier 2,Supermarket Type1
4457,OUT035,2004,Small,Tier 2,Supermarket Type1
4458,OUT027,1985,Medium,Tier 3,Supermarket Type3
4459,OUT017,2007,Medium,Tier 2,Supermarket Type1
4460,OUT035,2004,Small,Tier 2,Supermarket Type1
4461,OUT013,1987,High,Tier 3,Supermarket Type1
4462,OUT018,2009,Medium,Tier 3,Supermarket Type2
4463,OUT019,1985,Small,Tier 1,Grocery Store
4464,OUT045,2002,Medium,Tier 2,Supermarket Type1
4465,OUT035,2004,Small,Tier 2,Supermarket Type1
4466,OUT018,2009,Medium,Tier 3,Supermarket Type2
4467,OUT049,1999,Medium,Tier 1,Supermarket Type1
4468,OUT027,1985,Medium,Tier 3,Supermarket Type3
4469,OUT046,1997,Small,Tier 1,Supermarket Type1
4470,OUT013,1987,High,Tier 3,Supermarket Type1
4471,OUT010,1998,Medium,Tier 3,Grocery Store
4472,OUT013,1987,High,Tier 3,Supermarket Type1
4473,OUT019,1985,Small,Tier 1,Grocery Store
4474,OUT018,2009,Medium,Tier 3,Supermarket Type2
4475,OUT046,1997,Small,Tier 1,Supermarket Type1
4476,OUT035,2004,Small,Tier 2,Supermarket Type1
4477,OUT013,1987,High,Tier 3,Supermarket Type1
4478,OUT010,1998,Medium,Tier 3,Grocery Store
4479,OUT027,1985,Medium,Tier 3,Supermarket Type3
4480,OUT045,2002,Medium,Tier 2,Supermarket Type1
4481,OUT045,2002,Medium,Tier 2,Supermarket Type1
4482,OUT018,2009,Medium,Tier 3,Supermarket Type2
4483,OUT049,1999,Medium,Tier 1,Supermarket Type1
4484,OUT018,2009,Medium,Tier 3,Supermarket Type2
4485,OUT035,2004,Small,Tier 2,Supermarket Type1
4486,OUT046,1997,Small,Tier 1,Supermarket Type1
4487,OUT046,1997,Small,Tier 1,Supermarket Type1
4488,OUT017,2007,Medium,Tier 2,Supermarket Type1
4489,OUT035,2004,Small,Tier 2,Supermarket Type1
4490,OUT049,1999,Medium,Tier 1,Supermarket Type1
4491,OUT035,2004,Small,Tier 2,Supermarket Type1
4492,OUT010,1998,Medium,Tier 3,Grocery Store
4493,OUT049,1999,Medium,Tier 1,Supermarket Type1
4494,OUT027,1985,Medium,Tier 3,Supermarket Type3
4495,OUT027,1985,Medium,Tier 3,Supermarket Type3
4496,OUT027,1985,Medium,Tier 3,Supermarket Type3
4497,OUT017,2007,Medium,Tier 2,Supermarket Type1
4498,OUT049,1999,Medium,Tier 1,Supermarket Type1
4499,OUT027,1985,Medium,Tier 3,Supermarket Type3
4500,OUT045,2002,Medium,Tier 2,Supermarket Type1
4501,OUT017,2007,Medium,Tier 2,Supermarket Type1
4502,OUT017,2007,Medium,Tier 2,Supermarket Type1
4503,OUT010,1998,Medium,Tier 3,Grocery Store
4504,OUT035,2004,Small,Tier 2,Supermarket Type1
4505,OUT027,1985,Medium,Tier 3,Supermarket Type3
4506,OUT045,2002,Medium,Tier 2,Supermarket Type1
4507,OUT046,1997,Small,Tier 1,Supermarket Type1
4508,OUT018,2009,Medium,Tier 3,Supermarket Type2
4509,OUT046,1997,Small,Tier 1,Supermarket Type1
4510,OUT010,1998,Medium,Tier 3,Grocery Store
4511,OUT046,1997,Small,Tier 1,Supermarket Type1
4512,OUT046,1997,Small,Tier 1,Supermarket Type1
4513,OUT018,2009,Medium,Tier 3,Supermarket Type2
4514,OUT045,2002,Medium,Tier 2,Supermarket Type1
4515,OUT046,1997,Small,Tier 1,Supermarket Type1
4516,OUT027,1985,Medium,Tier 3,Supermarket Type3
4517,OUT027,1985,Medium,Tier 3,Supermarket Type3
4518,OUT019,1985,Small,Tier 1,Grocery Store
4519,OUT010,1998,Medium,Tier 3,Grocery Store
4520,OUT045,2002,Medium,Tier 2,Supermarket Type1
4521,OUT046,1997,Small,Tier 1,Supermarket Type1
4522,OUT013,1987,High,Tier 3,Supermarket Type1
4523,OUT049,1999,Medium,Tier 1,Supermarket Type1
4524,OUT027,1985,Medium,Tier 3,Supermarket Type3
4525,OUT045,2002,Medium,Tier 2,Supermarket Type1
4526,OUT017,2007,Medium,Tier 2,Supermarket Type1
4527,OUT017,2007,Medium,Tier 2,Supermarket Type1
4528,OUT017,2007,Medium,Tier 2,Supermarket Type1
4529,OUT046,1997,Small,Tier 1,Supermarket Type1
4530,OUT018,2009,Medium,Tier 3,Supermarket Type2
4531,OUT010,1998,Medium,Tier 3,Grocery Store
4532,OUT013,1987,High,Tier 3,Supermarket Type1
4533,OUT035,2004,Small,Tier 2,Supermarket Type1
4534,OUT017,2007,Medium,Tier 2,Supermarket Type1
4535,OUT035,2004,Small,Tier 2,Supermarket Type1
4536,OUT035,2004,Small,Tier 2,Supermarket Type1
4537,OUT049,1999,Medium,Tier 1,Supermarket Type1
4538,OUT027,1985,Medium,Tier 3,Supermarket Type3
4539,OUT019,1985,Small,Tier 1,Grocery Store
4540,OUT049,1999,Medium,Tier 1,Supermarket Type1
4541,OUT027,1985,Medium,Tier 3,Supermarket Type3
4542,OUT045,2002,Medium,Tier 2,Supermarket Type1
4543,OUT049,1999,Medium,Tier 1,Supermarket Type1
4544,OUT049,1999,Medium,Tier 1,Supermarket Type1
4545,OUT045,2002,Medium,Tier 2,Supermarket Type1
4546,OUT013,1987,High,Tier 3,Supermarket Type1
4547,OUT017,2007,Medium,Tier 2,Supermarket Type1
4548,OUT035,2004,Small,Tier 2,Supermarket Type1
4549,OUT017,2007,Medium,Tier 2,Supermarket Type1
4550,OUT017,2007,Medium,Tier 2,Supermarket Type1
4551,OUT018,2009,Medium,Tier 3,Supermarket Type2
4552,OUT017,2007,Medium,Tier 2,Supermarket Type1
4553,OUT019,1985,Small,Tier 1,Grocery Store
4554,OUT045,2002,Medium,Tier 2,Supermarket Type1
4555,OUT019,1985,Small,Tier 1,Grocery Store
4556,OUT027,1985,Medium,Tier 3,Supermarket Type3
4557,OUT018,2009,Medium,Tier 3,Supermarket Type2
4558,OUT017,2007,Medium,Tier 2,Supermarket Type1
4559,OUT013,1987,High,Tier 3,Supermarket Type1
4560,OUT019,1985,Small,Tier 1,Grocery Store
4561,OUT019,1985,Small,Tier 1,Grocery Store
4562,OUT017,2007,Medium,Tier 2,Supermarket Type1
4563,OUT017,2007,Medium,Tier 2,Supermarket Type1
4564,OUT017,2007,Medium,Tier 2,Supermarket Type1
4565,OUT013,1987,High,Tier 3,Supermarket Type1
4566,OUT046,1997,Small,Tier 1,Supermarket Type1
4567,OUT013,1987,High,Tier 3,Supermarket Type1
4568,OUT019,1985,Small,Tier 1,Grocery Store
4569,OUT017,2007,Medium,Tier 2,Supermarket Type1
4570,OUT013,1987,High,Tier 3,Supermarket Type1
4571,OUT027,1985,Medium,Tier 3,Supermarket Type3
4572,OUT045,2002,Medium,Tier 2,Supermarket Type1
4573,OUT049,1999,Medium,Tier 1,Supermarket Type1
4574,OUT035,2004,Small,Tier 2,Supermarket Type1
4575,OUT013,1987,High,Tier 3,Supermarket Type1
4576,OUT035,2004,Small,Tier 2,Supermarket Type1
4577,OUT049,1999,Medium,Tier 1,Supermarket Type1
4578,OUT017,2007,Medium,Tier 2,Supermarket Type1
4579,OUT049,1999,Medium,Tier 1,Supermarket Type1
4580,OUT049,1999,Medium,Tier 1,Supermarket Type1
4581,OUT017,2007,Medium,Tier 2,Supermarket Type1
4582,OUT017,2007,Medium,Tier 2,Supermarket Type1
4583,OUT013,1987,High,Tier 3,Supermarket Type1
4584,OUT019,1985,Small,Tier 1,Grocery Store
4585,OUT018,2009,Medium,Tier 3,Supermarket Type2
4586,OUT046,1997,Small,Tier 1,Supermarket Type1
4587,OUT035,2004,Small,Tier 2,Supermarket Type1
4588,OUT035,2004,Small,Tier 2,Supermarket Type1
4589,OUT019,1985,Small,Tier 1,Grocery Store
4590,OUT027,1985,Medium,Tier 3,Supermarket Type3
4591,OUT045,2002,Medium,Tier 2,Supermarket Type1
4592,OUT013,1987,High,Tier 3,Supermarket Type1
4593,OUT049,1999,Medium,Tier 1,Supermarket Type1
4594,OUT013,1987,High,Tier 3,Supermarket Type1
4595,OUT027,1985,Medium,Tier 3,Supermarket Type3
4596,OUT046,1997,Small,Tier 1,Supermarket Type1
4597,OUT013,1987,High,Tier 3,Supermarket Type1
4598,OUT017,2007,Medium,Tier 2,Supermarket Type1
4599,OUT027,1985,Medium,Tier 3,Supermarket Type3
4600,OUT019,1985,Small,Tier 1,Grocery Store
4601,OUT027,1985,Medium,Tier 3,Supermarket Type3
4602,OUT027,1985,Medium,Tier 3,Supermarket Type3
4603,OUT018,2009,Medium,Tier 3,Supermarket Type2
4604,OUT046,1997,Small,Tier 1,Supermarket Type1
4605,OUT027,1985,Medium,Tier 3,Supermarket Type3
4606,OUT046,1997,Small,Tier 1,Supermarket Type1
4607,OUT013,1987,High,Tier 3,Supermarket Type1
4608,OUT035,2004,Small,Tier 2,Supermarket Type1
4609,OUT027,1985,Medium,Tier 3,Supermarket Type3
4610,OUT018,2009,Medium,Tier 3,Supermarket Type2
4611,OUT045,2002,Medium,Tier 2,Supermarket Type1
4612,OUT019,1985,Small,Tier 1,Grocery Store
4613,OUT010,1998,Medium,Tier 3,Grocery Store
4614,OUT046,1997,Small,Tier 1,Supermarket Type1
4615,OUT018,2009,Medium,Tier 3,Supermarket Type2
4616,OUT013,1987,High,Tier 3,Supermarket Type1
4617,OUT018,2009,Medium,Tier 3,Supermarket Type2
4618,OUT049,1999,Medium,Tier 1,Supermarket Type1
4619,OUT018,2009,Medium,Tier 3,Supermarket Type2
4620,OUT010,1998,Medium,Tier 3,Grocery Store
4621,OUT027,1985,Medium,Tier 3,Supermarket Type3
4622,OUT046,1997,Small,Tier 1,Supermarket Type1
4623,OUT010,1998,Medium,Tier 3,Grocery Store
4624,OUT013,1987,High,Tier 3,Supermarket Type1
4625,OUT027,1985,Medium,Tier 3,Supermarket Type3
4626,OUT049,1999,Medium,Tier 1,Supermarket Type1
4627,OUT045,2002,Medium,Tier 2,Supermarket Type1
4628,OUT049,1999,Medium,Tier 1,Supermarket Type1
4629,OUT049,1999,Medium,Tier 1,Supermarket Type1
4630,OUT018,2009,Medium,Tier 3,Supermarket Type2
4631,OUT018,2009,Medium,Tier 3,Supermarket Type2
4632,OUT027,1985,Medium,Tier 3,Supermarket Type3
4633,OUT013,1987,High,Tier 3,Supermarket Type1
4634,OUT018,2009,Medium,Tier 3,Supermarket Type2
4635,OUT019,1985,Small,Tier 1,Grocery Store
4636,OUT018,2009,Medium,Tier 3,Supermarket Type2
4637,OUT018,2009,Medium,Tier 3,Supermarket Type2
4638,OUT019,1985,Small,Tier 1,Grocery Store
4639,OUT035,2004,Small,Tier 2,Supermarket Type1
4640,OUT018,2009,Medium,Tier 3,Supermarket Type2
4641,OUT017,2007,Medium,Tier 2,Supermarket Type1
4642,OUT046,1997,Small,Tier 1,Supermarket Type1
4643,OUT017,2007,Medium,Tier 2,Supermarket Type1
4644,OUT046,1997,Small,Tier 1,Supermarket Type1
4645,OUT018,2009,Medium,Tier 3,Supermarket Type2
4646,OUT027,1985,Medium,Tier 3,Supermarket Type3
4647,OUT035,2004,Small,Tier 2,Supermarket Type1
4648,OUT027,1985,Medium,Tier 3,Supermarket Type3
4649,OUT017,2007,Medium,Tier 2,Supermarket Type1
4650,OUT035,2004,Small,Tier 2,Supermarket Type1
4651,OUT017,2007,Medium,Tier 2,Supermarket Type1
4652,OUT049,1999,Medium,Tier 1,Supermarket Type1
4653,OUT013,1987,High,Tier 3,Supermarket Type1
4654,OUT046,1997,Small,Tier 1,Supermarket Type1
4655,OUT046,1997,Small,Tier 1,Supermarket Type1
4656,OUT010,1998,Medium,Tier 3,Grocery Store
4657,OUT010,1998,Medium,Tier 3,Grocery Store
4658,OUT018,2009,Medium,Tier 3,Supermarket Type2
4659,OUT046,1997,Small,Tier 1,Supermarket Type1
4660,OUT035,2004,Small,Tier 2,Supermarket Type1
4661,OUT013,1987,High,Tier 3,Supermarket Type1
4662,OUT049,1999,Medium,Tier 1,Supermarket Type1
4663,OUT049,1999,Medium,Tier 1,Supermarket Type1
4664,OUT027,1985,Medium,Tier 3,Supermarket Type3
4665,OUT045,2002,Medium,Tier 2,Supermarket Type1
